PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,Tissue
38.16540036738242,2.6770960821847027,53.475949738497306,-33.976373353020264,2.692448260491305,6.376280083340785,19.59056996171113,1.7057300877357537,26.418971408065463,7.357623964048846,17.53074510551382,-0.2529010974203489,-11.274823184842779,-8.227326751918223,-10.4235072332462,-24.61174576469727,6.045867410732953,-7.635600960255886,3.182989766530709,13.706999508773483,14.17984597229798,-8.923020053721745,10.086093398101456,15.472155916871534,1.8184698082430366,3.8632151658679628,4.766650039778196,8.420119254207671,-0.2715002862541487,-10.479760151768549,0.9837847579785547,5.416504453535357,-10.87441245658866,2.587886721263074,13.582660660910006,-5.5190722428451044,8.16425226277145,0.06694039297638575,-2.5430854841283255,-3.768998269454712,-0.9075334650628784,-3.1106505339711212,-2.7072980141631513,0.6442780175956638,-2.6824958175685074,1.1567985591208356,3.7689316889576463,-1.4747840337597211,-2.372934021780434,-5.999907426260408,Other
31.862866366720752,-6.270033923492235,13.102044522171878,39.5762038836295,-22.331114605482878,22.064873157081074,-26.66546373635266,20.750102545779892,-13.56849966154478,4.737546906702734,-9.508487685851478,0.4282101210036764,-14.878456674784218,25.360875544949067,-0.1688356855777889,6.221366340974959,12.512523180826578,-13.645193139954714,8.080570476780707,-2.5617984975568278,9.208677037964797,2.0412856268852164,13.988137440252693,-4.33664399393578,-10.732088837327966,8.664614841699365,-2.6309474456123403,-4.301474928130855,27.824449427558307,-5.925054387611018,16.286412075723486,-4.750435280562597,11.379399382667428,-6.743259653801545,0.854008511815042,2.1768942587789257,3.2814798136138275,-16.005991377133277,6.155444865554551,3.2960800929589076,-3.981056784788626,-0.004210307634894599,-8.064318119441163,-2.0251992163139474,5.926481120599098,-1.530232925054414,-8.999543546154293,12.665456662806665,-9.767581686446267,-2.542217607837211,Other
-7.765823324193777,-22.488899248278372,2.6740223267802654,-4.122963687437163,24.034001638331148,11.211930246792662,-8.156135444288209,4.7257877582287975,2.201946305310574,6.623376625983539,-2.85379822953561,-9.91616919483964,21.76030747162027,4.167340187855224,6.164875430708721,-8.256301266026291,2.7586173150182867,2.012059637465555,3.8008118854070876,-10.638814224429941,9.209675225117211,-3.9509971866131806,-2.0244879876219275,2.884697267878371,6.345222862633484,-0.8347205591572304,3.0317088156294454,7.557512941870228,-2.448858854146495,-11.307265948195978,6.806185816290329,-2.294176402963091,0.3980929112938961,-2.0728160185663094,7.443928996448759,-8.589631201627876,3.1233613264564535,-2.1477446925760604,-4.8949382185029915,4.0939433573858,3.411399219081907,3.0168679343455023,2.3400913417780225,5.994132736394371,2.5507045196000773,-0.8123682897815978,2.7838184124114314,-0.6349983105238558,-3.1061341236409175,0.6964063552130431,Other
22.224524267229114,-18.978940386912623,33.316024327580905,-8.313614626706208,17.754034559871535,-5.499994060130167,-12.071865303960156,14.067349846873116,-2.4368563384868946,2.9538489028756714,7.615164335441563,-10.212072607698454,7.364874558501774,4.552887140429607,-7.732335850210775,4.392418656622381,2.223704740446525,7.906924986037379,-2.4476229754997347,11.05403119904869,4.346040440154557,0.42673587525078255,-0.9917673210719133,-4.385434453333403,10.638852231607963,4.5547828967476836,6.596326819020931,-0.27868718466704717,-4.670930539697369,4.919079537176663,6.2416845778221335,8.266497580177374,-1.5548054327746297,1.4798635947778356,-5.583532734863134,-0.8511644957296807,-4.768779530873326,-2.5062013531061873,6.333689301102229,2.998735252379195,-4.94187361035973,-4.330450299377333,0.8366968027850583,2.1638324872972894,1.6417072796731782,-7.17965993261397,-1.2738311045103774,-5.534922620849204,5.385187793383917,3.385059321397221,Other
-23.162738454705806,-17.639197585296728,-4.105527265596922,-14.856441577744627,22.76632187943526,7.9029491673757475,15.690621205416036,-16.440807696600178,1.309526411572464,15.149695344667963,-19.021309125263322,3.475732828712548,-6.824483298808138,0.5420137488276354,5.477229549685474,9.59425243914908,3.7249683453053763,0.8228446208009739,-23.00625672328522,6.451232017729466,-6.154498491346296,16.534682172987235,1.4891973638016829,2.2537701612822127,-0.5923401642026181,-6.69568790743168,0.7628232435834675,-13.728827465571914,6.450406081085052,-0.05326294802038143,-10.099134271270707,3.750469385020986,-17.396793272010694,-1.0124801159144516,-17.761611899084627,-2.7870713770965136,6.374078836809701,-10.977774782688577,-5.771993001286818,3.563223903240094,7.803887014719593,-3.8651366953827537,-2.4143479086704906,12.056156746100745,-0.005085958207951894,-1.5426582193524832,1.9939855663015076,-1.056516123711128,9.043665035198902,-10.244074613014803,Other
-46.52782188088348,39.54648968170937,9.664698572962635,-21.126720425797657,-0.8271840101263103,16.155825786179907,24.519235352140896,9.912152656546704,-2.0919679278459378,5.6235067660694265,5.822198816698254,-14.567742023839614,-9.637491182714836,3.3240304676004007,-11.388172370044169,-12.402948699398403,0.3791522162995671,-5.345846457484525,-2.0851746075741757,5.8570607164098165,-10.120497446685842,1.3803299792587884,6.06415381547107,-1.6905346952590692,-1.8859951233704773,1.6297880594846215,0.5348933863434711,-5.9976788329961375,2.958151590097948,1.319784191817149,-1.471695880934894,1.2484542897331616,2.3635659804598856,0.6010804407094897,-3.983822977767441,-2.3268675983409457,-10.003043146203993,2.318064915674305,-5.222980890140111,-6.381235756337921,4.1459117268528765,2.2112370484908896,1.413487528263021,2.8529862066874183,-3.7393273848176114,-8.318531101533758,-0.499560257744889,8.280153064499029,-2.1200135453208855,-13.259653295470992,Other
-39.16432802021389,-22.65087304514301,1.3608436872675915,12.483772423004728,34.277423354342446,-5.18984991822511,-3.9116389108496707,3.259307750250021,18.666914734708474,-10.055680999117502,28.049611178300175,6.956430915136275,27.964435375364147,8.779387444935322,-15.18110444275475,-1.7923828795710006,-3.2145427766628787,3.966533200129166,6.749628450798953,0.8740196021919397,0.3291291504337965,3.906595884466139,0.6973089732387852,-5.600049721243961,1.8979181398989742,-7.168237185739126,3.4958579187750147,3.4041586967846964,2.245588596149096,14.904734948796579,8.68285657792476,4.083559676131442,2.5355857913602895,9.299432806818752,-0.05280635807834815,-5.3740241049880595,0.7866915801468699,-3.4907173737635415,0.29343149770102644,-9.225019989665885,-3.4803974387956718,4.340803889891621,1.3869680478025677,-3.284805713684168,3.857508586354022,-0.8997979583801125,0.39781308252271813,0.37622096465155613,-3.5875552069998364,-2.834166766621481,Other
16.093298562904234,9.77478684295233,23.044715767686863,39.54067673921562,-19.065039872454747,-5.292048218330221,-25.5730859909971,-14.383331719623515,14.148505095347504,3.914193665678845,-3.5663427143816793,-13.865011199670652,4.974765161941868,-10.165081396421016,2.670795069446289,9.27351314039692,-4.543911832334725,-10.657749118631182,-3.9332133134037557,11.368596185774761,0.3380238699331248,2.210687528777504,0.1354225191594435,2.7922470297862203,-24.75685009206617,4.970922073018448,-5.818797681435562,12.08854826068831,-2.1942007836435904,14.46466307838172,-1.9992696396861287,1.9407498496134883,0.6418109254656409,-6.163403744363851,-9.777664416297885,-1.8905931697482556,-2.569623880938074,0.9199094268744604,-2.9878104801673713,18.401837733505015,-10.08777050984984,-2.4836605126040103,-1.0185218434043957,6.337545251267848,-4.6497421138723345,-8.63469808943932,4.174391623629928,-3.952359589984527,-0.7689329391830186,-6.918224450820642,Other
-4.800816769287276,28.866974863309686,24.89102147350229,-25.6854099348217,-10.084262764915836,16.33090452517017,19.655579635209584,-5.518477976220267,17.624238749461586,-6.074323281101897,-0.38662103061472997,16.07478465819491,13.500659129544532,-4.827795882407589,5.076261182698009,0.491595955651926,7.098720334846903,9.810230728832549,4.42015125312543,-7.891744517642384,11.15410745361362,1.12149690825494,-1.069053924333189,-2.1112677488039817,-8.629136121146287,2.1960703986516563,-5.005599135092584,-6.293307392946962,-1.1264366128805456,-8.105562864100976,0.5964972434772491,-3.180856025638697,0.3936227588553545,-5.32454429131648,-2.1825850329604894,1.6238791237562902,-0.590369715352326,5.371371536931234,-0.09528729391479555,-2.3014582896546196,5.97861822913155,4.235725071832595,2.1922024030508385,-2.3111259049354125,3.874963030118348,-4.776629623285652,-0.713404088616991,0.202321009033164,4.132675943442628,3.1078791247997817,Other
-42.35874551071389,-27.34177069804083,13.07443923412508,-4.037670487049264,39.8417800658234,-2.0878224092172903,2.8582838074194785,17.45959851700758,-10.591355935906051,-18.94807485725815,2.434405047856466,-2.9488342922761897,-10.370089583390438,14.390802189586381,-5.150581525613522,21.9561234896031,-4.437482367759366,2.256418475911323,4.018500002523707,19.76501170193464,-0.26726216045783685,-0.5252486098553567,-1.4882914358942914,2.4605825424514935,-4.217882962421583,13.77323636851745,-10.040504674029435,2.3227663407550314,-10.090581820243337,4.486704965021229,9.370537834830264,5.457782281878052,1.5678685878746883,-3.734296022526313,0.6480683974903482,6.0996732665504485,13.578230427440994,5.700996938795084,1.6933371357667362,-22.043230226179688,0.6966450370826728,0.11421373998335026,11.363262310264425,1.170244360520676,-5.192879088166682,-7.27271077814557,-3.119060155613844,-6.724738858668255,-2.0137039655139093,-9.397440999109435,Other
